# id ud_raw uq_raw vdc error_code ud_hi uq_hi du_d_next du_q_next ud_lim uq_lim scale limited sat_flag
000000cc 2f23da9f69 3173d2aae8 005019c 0 000396fa27 0003c40e5b 2f2043a542 31700e9c8d 001cb7d 001e207 000137e9f 1 1
000000cd 8da5b2bd83 c9882601c7 0612b6e 0 ffa4d5067a ffd4933f18 8e00ddb709 c9b392c2af 1d26a83 1ea49a0 000cc18a9 1 1
000000ce 34284499af e4dd18e458 0d158fb 0 00c1004e46 ff9b95e72a 3367444b69 e54182fd2e 0608027 1cdcaf4 003b34b52 1 1
000000cf 054b896b21 32c442fac9 0c63f69 0 00155f75f0 00cce9d78a 053629f531 31f759233f 00aafbb 06674ec 004095028 1 1
000000d0 e6779d1ab0 88538a080a 027f43a 0 fff7561560 ffd7647bc5 e680470550 887c258c45 1fbab0b 1ebb23e 00056dd93 1 1
000000d1 09a760e720 d375674670 0d45a47 0 002ebec3f3 ff2853027c 0978a2232d d44d1443f4 0175f62 1942981 004d7969c 1 1
000000d2 aa89293d7e 2da2aec514 041465a 0 ffc4293463 001ff3cdf5 aac500091b 2d82baf71f 1e2149a 00ff9e7 000b33e02 1 1
000000d3 8b23007ac2 9abddd79d2 012fc50 0 fff116a72d fff31463a9 8b31e9d395 9acac91629 1f88b54 1f98a32 00020aa42 1 1
000000d4 bfd2eeede9 7653011a8d 06d467e 0 ffc9db8a72 0063d325de c009136377 75ef2df4af 1e4edc5 031e993 000d7f9c1 1 1
000000d5 528854f040 160299fa03 0b4ad35 0 00b56c862b 0030620a7f 51d2e86a15 15d237ef84 05ab643 0183105 00232bdef 1 1
000000d6 0b0cc17d66 4264d81972 05549ef 0 000e8d1a22 00576e9fe5 0afe346344 420d69798d 007468d 02bb750 001511e5b 1 1
000000d7 06a9d2658f a55279c301 01c3801 0 00022630bc ffe2c0c895 06a7ac34d3 a56fb8fa6c 0011318 1f16064 0005291c6 1 1
000000d8 6406778649 75b21aa3cd 0ca2175 0 008808559c 00a010664c 637e6f30ad 75120a3d81 044042b 0500833 0015c27c8 1 1
000000d9 50d369e501 4b085f85b5 074fa9d 0 005918607c 0052b59acf 507a518485 4ab5a9eae6 02c8c30 0295acd 0011a3111 1 1
000000da 745317d435 a69a7eee9c 01e94d9 0 0019330501 ffeca2552e 7439e4cf34 a6addc996e 00c9983 1f6512b 000377502 1 1
000000db 564851cf1c 7940590b89 00f9ae3 0 0009670dac 000d369793 563eeac170 79332273f6 004b387 0069b4c 0001be5b9 1 1
000000dc b3b91fd7b1 1b1c7fe5c9 0d098b2 0 ff33bd2ee3 004899e440 b48562a8ce 1ad3e60189 199de97 0244cf2 002ad8a2c 1 1
000000dd d00f9c2f55 d5576d7d73 0c2b7de 0 ff68d4178f ff797aee39 d0a6c817c6 d5ddf28f3a 1b46a0c 1bcbd77 00327460b 1 1
000000de 5a834d948c bb7f566707 075da46 0 0061a8ee68 ffb616a03a 5a21a4a624 bbc93fc6cd 030d477 1db0b50 0011436c9 1 1
000000df 1f510851e4 3b8db196b2 0c181ea 0 005d98d003 00b1fd63bb 1ef36f81e1 3adbb432f7 02ecc68 058feb2 002fd1df5 1 1
000000e0 a9992cb52f 1272459d0e 06e17ef 0 ff901bed4f 0017e36234 aa0910c7e0 125a623ada 1c80df7 00bf1b1 0014b85b2 1 1
000000e1 59440fb890 cafe913cfd 00fda59 0 000e2a6a8e fff796a73f 5935e54e02 cb06fa95be 0071535 1fbcb54 000289ff9 1 1
000000e2 a608ac6eec de0bd72d08 0f81082 0 ff0ecf2a44 ffa4f921e3 a6f9dd44a8 de66de0b25 1876795 1d27c91 002ae4fe5 1 1
000000e3 b83b4da128 92b6b0bac8 0dc2958 0 ff82687759 ff40c0c084 b8b8e529cf 9375effa44 1c1343c 1a06060 001bffd8e 1 1
000000e4 6e1e857807 9b4ec4cefa 040d404 0 0031b82958 ffd289737a 6deccd4eaf 9b7c3b5b80 018dc15 1e944ba 0007395d5 1 1
000000e5 bddc78fa67 5d9767ee84 0ac4dc1 0 ff98a8e905 00923bf993 be43d01162 5d052bf4f1 1cc5475 0491dfd 0018ffe5e 1 1
000000e6 79c6c9bfe4 ceb54606c8 02b2571 0 00299027fc ffef2d25b5 799d3997e8 cec618e113 014c814 1f79693 000575fdc 1 1
000000e7 e8f87fdef9 046284f513 008aeb9 0 fff722d848 0001b00da7 e9015d06b1 0460d4e76c 1fb916c 000d807 00062888d 1 1
000000e8 88409f2852 fe64cfa888 01062be 0 ffeef916b1 ffffc58862 8851a611a1 fe650a2026 1f77c8b 1ffe2c4 00024669d 1 1
000000e9 ffb39b4056 ac651e4d2f 064d24f 0 ffffa042f0 ff97394fd3 ffb3fafd66 accde4fd5c 1ffd021 1cb9ca8 00140d38b 1 1
000000ea 73bd25bac3 221d3054f1 0b8fe59 0 00b868459f 00365aa264 7304bd7524 21e6d5b28d 05c3423 01b2d51 00197e2d8 1 1
000000eb 17d0af6810 c9675e45da 0245db6 0 000f1c4264 ffdd5c070e 17c19325ac c98a023ecc 0078e21 1eeae04 000a26da7 1 1
000000ec da67a315df dd2066cfca 02c646e 0 ffde2d579f ffe0a03197 da8975be40 dd3fc69e33 1ef16ac 1f05019 000e65024 1 1
000000ed 598dbb3497 9aff061a62 0acf037 0 00773b64ac ff7985f011 59167fcfeb 9b85802a51 03b9db2 1bcc2f8 00154d6d8 1 1
000000ee e8486014a3 4639f01e95 03f77a3 0 ffeae54609 003e7d588e e85d7ace9a 45fb72c607 1f572a3 01f3eac 000e3cc09 1 1
000000ef 271f487c61 41d9360333 02bdfac 0 001749f00b 002732d3e6 2707fe8c56 41b2032f4d 00ba4f8 013996a 000986488 1 1
000000f0 8887ba27ad 42bedc034d 080dd3f 0 ff8b16b0e8 004150f182 88fca376c5 427d8b11cb 1c58b58 020a879 000fa848b 1 1
000000f1 04d26ffbac 428df7570f 0fdac17 0 00130cd905 0106ef4849 04bf6322a7 4187080ec6 009866d 08377a4 003f35eba 1 1
000000f2 e2f24b65fc 117906026c 039a002 0 ffccae1d28 001edd1a3a e3259d48d4 115a28e832 1e6570f 00f6e8d 001c4321d 1 1
000000f3 48c80193c0 99e75ab790 01a4300 0 000fd79ff1 ffe9c6d78b 48b829f3cf 99fd93e005 007ebd0 1f4e36c 00037b935 1 1
000000f4 421a4b1fa2 b9f862c6bf 0dd0fd0 0 009db1e0d4 ff58efd34f 417c993ece ba9f72f370 04ed8f0 1ac77ea 00262b6e5 1 1
000000f5 65184a8534 82ea2c6f5a 0daf84c 0 008f0a2ba9 ff4f0422e5 648940598b 839b284c75 0478516 1a78211 0016a3742 1 1
000000f6 21f7974d71 4fb41d88e8 01f646a 0 000cca493d 001e03142d 21eacd0434 4f961a74bb 0066525 00f018a 00060654a 1 1
000000f7 df742f26c7 81c8e59ddc 0b3b558 0 ffd15e11ef ff4b283f4d dfa2d114d8 827dbd5e8f 1e8af09 1a59420 0016ecccd 1 1
000000f8 8411b36723 607aa972aa 001d701 0 fffe7dc306 00012caee9 841335a41d 60797cc3c1 1ff3ee2 0009657 000031dd7 1 1
000000f9 86f2759ef1 17f8fe29f7 02694af 0 ffd8ab6278 0007c9ee75 8719ca3c79 17f1343b82 1ec55b1 003e4f7 000532ce3 1 1
000000fa c3206124b9 7aed4527cc 0cf5c2b 0 ffa05eaeae 00c11d1cc2 c38002760b 7a2c280b0a 1d02f57 0608e8e 001922abe 1 1
000000fb 23a044a911 dbdc440a68 0d8ccd7 0 009e2bbd17 ff5f8c95b2 230218ebfa dc7cb774b6 04f15df 1afc64b 0047093a8 1 1
000000fc 5c06a7221a 9a90ff8824 0e1086a 0 009d233b09 ff52cc6db9 5b6983e711 9b3e331a6b 04e919e 1a96637 001b52108 1 1
000000fd 477fb620e8 356b0e560a 0102d6e 0 000d77e17f 000a0ffa72 47723e3f69 3560fe5b98 006bbf1 00507fd 00030390e 1 1
000000fe 7c1e93174e bfc6281a6c 0f17279 0 00deda06c6 ff8caf4d7e 7b3fb91088 c03978ccee 06f6d03 1c657a7 001cba35e 1 1
000000ff 1f3b1ff607 f2c245f365 024e999 0 0023514519 fff106bc16 1f17ceb0ee f2d13f374f 011a8a3 1f8835e 001217f3f 1 1
00000100 5fc7d402a8 96f12f1ad3 0741166 0 00514400d5 ffa6dcec5e 5f769001d3 974a522e75 028a200 1d36e76 000d9346f 1 1
00000101 5b1ba851f1 4713ceaaff 0f2c574 0 00c6ebec78 009b2ffc05 5a54bc6579 46789eaefa 06375f6 04d97fe 0022ef0a2 1 1
00000102 e9c402d058 4e424b43c0 0525560 0 ffe89da746 00524e5ace e9db652912 4deffce8f2 1f44ed4 029272d 0010d3d27 1 1
00000103 256da464b7 35054d6134 0ab3070 0 0066992c58 0091571a0f 25070b385f 3473f64725 0334c96 048ab8d 002bdbf1e 1 1
00000104 b7955d29d5 1211e0c934 082184a 0 ff7cd2d265 0020bb637a b8188a5770 11f12565ba 1be6969 0105db2 001cfb8f2 1 1
00000105 29b4809d2d 0d9aa6a9e6 00af1a3 0 000ad000dc 000386ea9d 29a9b09c51 0d971fbf49 0056800 001c375 000425ef2 1 1
00000106 0e4d3c31be 355859bd9c 09fb612 0 002afaeaf9 00a050b6bc 0e224146c5 34b80906e0 0157d75 050285b 0030157e7 1 1
00000107 26bfb8c6fc 7858eb5534 00757ae 0 000256af9b 00074369ee 26bd621761 7851a7eb46 0012b58 003a1b5 0000f734d 1 1
00000108 ee16518801 0da7459ef9 07008e9 0 ffa366d6dc 0046946980 ee72eab125 0d60b13579 1d1b36b 0234a35 0052b5cec 1 1
00000109 be7ddd9000 71c27fef38 0900594 0 ffb54f6d91 0081b4327b bec88e226f 7140cbbcbd 1daa7b7 040da19 00123e146 1 1
0000010a db884bbe71 827319478a 0c1aee5 0 ffc7db198c ff3eb512ae dbc070a4e5 83346434dc 1e3ed8d 19f5a89 0018a20c5 1 1
0000010b f2e2b0a190 aab526157c 08f4190 0 ffe95ff3b2 ff6cda67c7 f2f950adde ab484badb5 1f4affa 1b66d34 001b9a709 1 1
0000010c 3ebff0c339 40d38d3b03 0bd50bc 0 0088d5d083 008d5d1268 3e371af2b6 404630289b 0446ae8 046ae89 0022e3f02 1 1
0000010d bda0f60ff4 de8690c841 0a80d8c 0 ff64107d32 ffb15a95d1 be3ce592c2 ded5363270 1b2083f 1d8ad4b 00259753a 1 1
0000010e b8f50923d6 1d0843b265 06cb880 0 ff9769131b 002abdcf9d b95da010bb 1cdd85e2c8 1cbb48a 0155ee8 00178e260 1 1
0000010f 2b1bbd1307 4e31e476e9 0fba87b 0 007e4396f6 00e5083f0c 2a9d797c11 4d4cdc37dd 03f21cb 0728420 002edd26b 1 1
00000110 5ed3099151 e3aa01ed41 067978f 0 0067262683 ffe12d2d62 5e6be36ace e3c8d4bfdf 0339313 1f09697 00116796d 1 1
00000111 73aff3ed91 876e6ceffe 0a52837 0 0076d50f46 ff8427590e 73391ede4b 87ea4596f0 03b6a88 1c213ad 00106f597 1 1
00000112 7d3dc0c139 d82494e3cc 00205c6 0 000200bf13 ffff5cd27d 7d3bc00226 d82538114f 0010060 1ffae69 000041815 1 1
00000113 76bdb6875d 6b70de4254 0608dc0 0 004a6779d7 004352cb36 76734f0d86 6b2d8b771e 02533bd 021a966 000a06970 1 1
00000114 e7f0864f9f e8522ff3c5 0ab8007 0 ff80f87b46 ff82fc19bf e86f8dd459 e8cf33da06 1c07c3e 1c17e0d 00547935c 1 1
00000115 d94e0de81e 6ef37c4d80 0b7e94a 0 ffc10fa2b8 00b477413f d98cfe4566 6e3f050c41 1e087d1 05a3ba1 001a06494 1 1
00000116 b5d2b174b5 d13548247f 0d07587 0 ff48c5c439 ff8c6ae5aa b689ebb07c d1a8dd3ed5 1a462e2 1c63573 002785b0d 1 1
00000117 d94c6e851a a5d8a180cb 0a6df12 0 ffbb97777d ff60a51a96 d990d70d9d a677fc6635 1ddcbbc 1b0528d 001c480e0 1 1
00000118 94a2b89429 34c44367f6 050748b 0 ffb4f61c17 0024e122ce 94edc27812 349f624528 1da7b0e 0127091 000b2ec22 1 1
00000119 1c4f7523c7 e33f2099c2 0cffdb9 0 0097a682ad ff65f9f549 1bb7cea11a e3d926a479 04bd341 1b2fcfb 0055b512f 1 1
0000011a 91977a99f7 a7856ff936 03d875a 0 ffce1a53e8 ffd803761b 91c960460f a7ad6c831b 1e70d2a 1ec01bb 00073b1e3 1 1
0000011b 2fda9a2982 caeafb5631 0eb4eca 0 00a3bd3b96 ff4a5f2e33 2f36dcedec cba09c27fe 051de9e 1a52f97 0036bf10a 1 1
0000011c 81efe37e60 65cfc121ad 0979dd0 0 ff856b8a89 0062ffa242 826a77f3d7 656cc17f6b 1c2b5c5 0317fd1 000f8ed4b 1 1
0000011d b73c18b617 1758a9fb20 0a0c3fb 0 ff60ea4b27 00330aa077 b7db2e6af0 17259f5aa9 1b07526 0198550 0022fafac 1 1
0000011e 5897a695a8 39c37c96b3 0709437 0 006200f63c 003fe6652b 5835a59f6c 3983963188 031007b 01ff333 0011b320a 1 1
0000011f 1bf1094b7e 6217fedc39 02383a7 0 000a1c5a6c 00237eded7 1be6ecf112 61f47ffd62 0050e2d 011bf6f 0005ca273 1 1
00000120 87233736bb deaa573971 01c63f7 0 ffe38ec61f fff827cafc 873fa8709c deb22f6e75 1f1c763 1fc13e5 0003c3e71 1 1
00000121 d7e92f3ba8 ad89b60f49 07f2a96 0 ffc638018f ff89255564 d822f73a19 ae0090b9e5 1e31c01 1c492ab 00170fa4d 1 1
00000122 bbaa3c8dc9 2b64aa2e92 07d065d 0 ff9250e70a 0045a66d71 bc17eba6bf 2b1f03c121 1c92874 022d337 0019ae74d 1 1
00000123 adc3b85d50 cb8c7fe814 0767c8c 0 ff982f2ef6 ffbdc8db4b ae2b892e5a cbceb70cc9 1cc1797 1dee46e 001432df3 1 1
00000124 8c89a641c3 97128566c7 02b91e2 0 ffde7d9c2e ffe18c4b03 8cab28a595 9730f91bc4 1ef3ece 1f0c626 0004a4bc8 1 1
00000125 7275ba3d6e 45af1a4a88 0cd6f2c 0 00b65b5a36 006f05293e 71bf5ee338 454015214a 05b2dad 0378295 00197db99 1 1
00000126 e55cdd4dc8 83d445d1bf 054ea05 0 ffed7d9945 ffa9b7b715 e56f5fb483 842a8e1aaa 1f6becd 1d4dbdc 000b1e2e4 1 1
00000127 fad562bd99 b090a27c84 01d4bf1 0 fffe0622a7 ffe19e4414 fad75c9af2 b0af043870 1ff0311 1f0cf22 00061e9c5 1 1
00000128 cf264e6b1b 153df791a3 0a024ed 0 ff6760ce9c 00425db0ac cfbeed9c7f 14fb99e0f7 1b3b067 0212ed8 0031fd050 1 1
00000129 d395ccbda4 12c8d9e3f6 07ea5b1 0 ff86c7b438 003344a1c0 d40f05096c 1295954236 1c363da 019a251 002bab126 1 1
0000012a 924a9bebcc e81240d821 0a18252 0 ff5c029fec ffdc3b611b 92ee994be0 e836057706 1ae0150 1ee1db1 0017ea9a8 1 1
0000012b e96a812a6c ed8f698ac7 083cb3d 0 ff95e879a2 ffa9604373 e9d498b0ca ede6094754 1caf43d 1d4b022 004b29a21 1 1
0000012c a7eaeb92e5 8933ee2e8f 008c2c3 0 fffa93d140 fff8afc018 a7f057c1a5 893b3e6e77 1fd49e9 1fc57e0 0000fc293 1 1
0000012d 96f700a9d6 921243157b 04319bd 0 ffcfd38aea ffcd94fb4c 97272d1eec 9244ae1a2f 1e7e9c5 1e6ca7e 0007569a5 1 1
0000012e 7e290a15fd b067860f68 09bdbc5 0 0088fcdb4d ffa992c2b9 7da00d3ab0 b0bdf34caf 0447e6e 1d4c961 00115f879 1 1
0000012f 3a6a7876e8 d6f9b5398b 021f5dd 0 001ce1c1d3 ffebb77ab8 3a4d96b515 d70dfdbed3 00e70e1 1f5dbbd 0007e922b 1 1
00000130 41dc6656dc a6aa29c1a1 068d0d4 0 0040a3558e ffa852d000 419bc3014e a701d6f1a1 02051ab 1d42968 000fb3f1f 1 1
00000131 40f6904882 f098ed6b88 0c98a8c 0 00cbcc3b81 ffcfae120d 402ac40d01 f0c93f597b 065e61e 1e7d709 003231aec 1 1
00000132 d0f3d0d6ca 8199369c51 0065b81 0 fffdb20285 fff9cee3a7 d0f61ed445 819f67b8aa 1fed901 1fce772 0000c8a50 1 1
00000133 5b420a4ecb 61b8582694 0cb78a9 0 009052b3fe 009a8af591 5ab1b79acd 611dcd3103 048295a 04d457b 00194dc2a 1 1
00000134 e2612f04d3 109e0b9782 08c6fa1 0 ff80b77657 0047684ad4 e2e0778e7c 1056a34cae 1c05bbb 023b425 0044c125b 1 1
00000135 33eccd1063 8d21d7286e 0f08f0d 0 0066f9e279 ff1c3295ec 3385d32dea 8e05a49282 0337cf1 18e194b 001fbb108 1 1
00000136 65fb9bd755 58a99c19ed 080fbb0 0 0065289ff9 0057f22ee6 659673375c 5851a9eb07 0329450 02bf917 000fdee62 1 1
00000137 1943703fc1 b3ef480b7d 04ebfea 0 0019cba762 ffb255270b 1929a4985f b43cf2e472 00ce5d4 1d92a94 00105644d 1 1
00000138 b675410022 84d90668e3 0b72e5d 0 ff9e65df40 ff5c8e9ed4 b6d6db20e2 857c77ca0f 1cf32f0 1ae474f 00153c0d7 1 1
00000139 95a46012cf cd4eb0a68b 091db88 0 ff772af0dd ffbec858fc 962d3521f2 cd8fe84d8f 1bb9578 1df642c 0014959cc 1 1
0000013a ed2c4ddc1e f87995eeb9 069177d 0 ff9a961244 ffd7771d5b ed91b7c9da f8a21ed15e 1cd4b09 1ebbb8f 00562fa53 1 1
0000013b 325ea1fd33 cf0648eb36 0336d0d 0 0026511995 ffdabe6959 323850e39e cf2b8a81dd 013288d 1ed5f35 000c2be03 1 1
0000013c ee6809c228 227c658187 0581a70 0 ffd664280b 00518f1b34 ee91a59a1d 222ad66653 1eb3214 028c78e 0025d7042 1 1
0000013d dc240e80db b70899ed3b 0aac58f 0 ffb1b9600a ff60b94c08 dc725520d1 b7a7e0a133 1d8dcb0 1b05ca6 0022ed095 1 1
0000013e 45b53257ad d48b2a8e6d 05148df 0 0047af43a6 ffd34fae06 456d831407 d4b7dae067 023d7a2 1e9a7d7 001074285 1 1
0000013f 457a2545ae e6c3802320 04defe3 0 004c20c703 ffe4590ccb 452e047eab e6df271655 0261064 1f22c86 0011881a1 1 1
00000140 d2e410dafa 9c6dd09a90 00a7a52 0 fffb81af39 fff614dd9c d2e88f2bc1 9c77bbbcf4 1fdc0d8 1fb0a6f 000198030 1 1
00000141 8da37179c4 3c0b6a45bb 09c17fe 0 ff70602551 004b68a8c2 8e33115473 3bc0019cf9 1b83013 025b454 001418161 1 1
00000142 e299918966 968ffebecc 07c38df 0 ffdd536c0b ff83a5f8ac e2bc3e1d5b 970c58c620 1eea9b6 1c1d2fc 0012dec54 1 1
00000143 2e12dab911 ed2f2bdd06 03cd7c0 0 003a895908 ffe81839a7 2dd8516009 ed4713a35f 01d44ad 1f40c1d 001453f68 1 1
00000144 ca212418b6 4b7289e976 0df51e9 0 ff7923bfa8 00bce05136 caa800590e 4ab5a99840 1bc91e0 05e7029 00280dfd8 1 1
00000145 4ced527b25 eef8a16385 0bd20ec 0 00bfe715b2 ffd58516e2 4c2d6b6573 ef231c4ca3 05ff38b 1eac28b 0027e9e84 1 1
00000146 9d007994a1 32cc700dc1 09c7136 0 ff6f5a149b 004a3909b7 9d911f8006 328237040a 1b7ad0a 0251c85 001760bee 1 1
00000147 64278e958b bbd2b09d18 0dc6c01 0 00bd5c2f28 ff7f19627f 636a326663 bc53973a99 05eae18 1bf8cb1 001e40392 1 1
00000148 36bbb9799c 9167d23aee 065df76 0 002ef5731f ffa11d6210 368cc4067d 91c6b4d8de 0177aba 1d08eb1 000dba309 1 1
00000149 7950963ada fe8843605f 009b424 0 000a156796 ffffe0c4dc 794680d344 fe88629b83 0050ab4 1fff062 000154750 1 1
0000014a 1110972aaa 79315a140f 0708f0f 0 00104f596d 0073d4f841 110047d13d 78bd851bce 00827ad 039ea7c 000f4ad11 1 1
0000014b 281cb47f03 097a61f082 021f474 0 0022575f71 00081d4e1e 27fa5d1f92 097244a264 0112bb0 0040ea7 000db2b81 1 1
0000014c ce1abdd22b 6a06439d18 0addd2d 0 ffb31017cf 00a37c661b ce67adba5c 6962c736fd 1d9880c 051be33 0018abe2a 1 1
0000014d aefd72f228 f2e9d17bbe 0a8999c 0 ff53073423 ffe40eb7ae afaa6bbe05 f305c2c410 1a9839a 1f2075c 002229bf8 1 1
0000014e 2149426085 dafa92d3c2 0de161b 0 009a4fe094 ff545f687b 20aef27ff1 dba6336b47 04d27f0 1aa2fb4 004a2cba9 1 1
0000014f acff926d91 eba4db0936 03e3e98 0 ffc12ce568 fff097a4b8 ad3e658829 ebb443647e 1e09673 1f84bd2 000c1c4b8 1 1
00000150 b1947ea289 bd9ea5a0b6 06630dd 0 ffaef0f228 ffbb62d05b b1e58db061 bde342d05b 1d77879 1ddb168 001089d50 1 1
00000151 25ee989cd4 6a9ad680c3 09b926f 0 003632c754 009851eed2 25b865d580 6a028491f1 01b1964 04c28f7 0016dc7b8 1 1
00000152 8849cc5e74 776f58249e 0389d62 0 ffd6594351 00298e1568 8873731b23 7745ca0f36 1eb2ca2 014c70b 0005911f3 1 1
00000153 6d6e7bcd8f 68821248c3 0ab6016 0 0080cc78f0 007b00fe3e 6cedaf549f 6807114a85 040663c 03d807f 0012d4e87 1 1
00000154 64093c8574 57e0ccfc4a 014fda6 0 00106385c8 000e659df0 63f8d8ffac 57d2675e5a 00831c3 00732cf 00029f0aa 1 1
00000155 db0db02c0a ed3c05c835 01514df 0 ffec7771fe fff6142a3a db2138ba0c ed45f19dfb 1f63bb9 1fb0a15 000875881 1 1
00000156 1d422c106a 1f843d6517 0c8fef3 0 008e1d8891 009915583c 1cb40e87d9 1eeb280cdb 0470ec4 04c8aac 004db73d1 1 1
00000157 a53145a644 fe446760e2 060fa9c 0 ff9b3c20c7 fffe13c2c5 a59609857d fe46539e1d 1cd9e10 1ff09e1 0011c126b 1 1
00000158 4ceb29de6a 70b7987f34 056c7c4 0 0032d58c16 004a7e292f 4cb8545254 706d1a5605 0196ac6 0253f15 000a92f9a 1 1
00000159 31d1ce59d8 b6370a60cb 0905d13 0 0053f3fa83 ff83a96a29 317dda5f55 b6b360f6a2 029f9fd 1c1d4b5 001af657d 1 1
0000015a 5fe53c2354 6ff0f05c6a 0901e45 0 0061704c20 0071be1af0 5f83cbd734 6f7f32417a 030b826 038df0d 001041ea6 1 1
0000015b 31f3cb7475 984b13b412 0fcc61b 0 0071fec47c ff13553d7d 3181ccaff9 9937be7695 038ff62 189aa9f 002483661 1 1
0000015c 7284cf5242 88174b5a31 00c9027 0 0009046d36 fff68eeb5f 727bcae50c 8820bc6ed2 0048237 1fb4776 00014285a 1 1
0000015d 3b0b936781 9f2844d4a4 059c963 0 0030930244 ffb054c956 3adb00653d 9f77f00b4e 0184981 1d82a65 000d299f9 1 1
0000015e 2601d81d92 3329e778c4 01d2521 0 00120fc9ad 00185058ea 25efc853e5 3311971fda 00907e5 00c282c 00079a7d3 1 1
0000015f 5962ac7ba6 0346ddd766 07de1d7 0 0082bb97c8 0004cae76f 58dff0e3de 034212eff7 0415dcc 0026574 001766b38 1 1
00000160 8eedd36ff9 75b89fe1a8 09a1347 0 ff9115008d 00737ac7cb 8f5cbe6f6c 75452519dd 1c88a80 039bd64 000fb201a 1 1
00000161 a465c40952 9ff98c855e 04738a9 0 ffcce93d7d ffca71c68e a498dacbd5 a02f1abed0 1e6749f 1e538e3 0008ec701 1 1
00000162 0dc4ddcdff 473f0ed5d8 025054c 0 00074cd944 0025c62a36 0dbd90f4bb 471948aba2 003a66d 012e315 00087ba87 1 1
00000163 2bd5de7c90 afd99430c2 0f4c5fe 0 007a0f56b2 ff20d26026 2b5bcf25de b0b8c1d09c 03d07ab 1906930 002c8d540 1 1
00000164 927935bc1b 8f93c5074a 03760e0 0 ffd7d6fc85 ffd6c71f28 92a15ebf96 8fbcfde822 1ebeb7e 1eb6390 0005dde28 1 1
00000165 13175811a1 ddcd2f329b 0e0c62e 0 0071dc8c55 ff34098317 12a57b854c de9925af84 038ee46 19a04c2 005f6ce73 1 1
00000166 adb170c3da 39af6a53a0 0066e23 0 fffa87176a 0003d5d596 adb6e9ac70 39ab947e0a 1fd438c 001eaeb 000110543 1 1
00000167 1b9225ae26 2432b9f0a6 09f3132 0 00643e05a8 00839bfa39 1b2de7a87e 23af1df66d 0321f03 041cdfd 003a2c3e3 1 1
00000168 fdc2d11c31 49180eab58 067738c 0 fffcb5551e 006b759b0c fdc61bc713 48ac99104c 1fe5aab 035bace 001785c03 1 1
00000169 fa87badd90 44ae01bf11 0660a97 0 fff794bef8 0069b5b3bd fa90261e98 44444c0b54 1fbca5f 034dada 0018a0710 1 1
0000016a 51dc8026d5 ec657b9108 003db1a 0 0003e59e67 ffff1118e1 51d89a886e ec666a7827 001f2cf 1ff888c 0000c2fcb 1 1
0000016b a38818742a d2636f2ff2 0eec668 0 ff21756b74 ff923a4d31 a466a308b6 d2d134e2c1 190bab6 1c91d27 002681bda 1 1
0000016c a75258d8ca ba633b65d2 000ed51 0 ffff3e01b6 ffff67b72b a7531ad714 ba63d3aea7 1ff9f01 1ffb3dc 000023007 1 1
0000016d 739c8d7b84 48c036db14 0664257 0 0059f1c705 0038996ca6 73429bb47f 48879d6e6e 02cf8e4 01c4cb6 000c72a41 1 1
0000016e 6a376c5859 004d199dee 00a733a 0 000adc2a4f 000007e20f 6a2c902e0a 004d11bbdf 0056e15 00003f1 0001a2cad 1 1
0000016f 1f7d10be93 d1fa7c71d2 09b0953 0 005afb3621 ff7b071fa5 1f22158872 d27f75522d 02d7d9b 1bd8390 002e3ac37 1 1
00000170 eb43e790df cf02fdff4a 013fb42 0 fff7e7f1b8 ffece08578 eb4bff9f27 cf161d79d2 1fbf3f9 1f67043 00063ee7b 1 1
00000171 4edd500f56 2339b43c89 0eac8d1 0 00dec84094 006381df48 4dfe87cec2 22d6325d41 06f6420 031c0f0 002d32ae7 1 1
00000172 25646d71db 38f812ec43 07ea6d7 0 00483911db 006e0906a9 251c346000 388a09e59a 0241c89 0370483 001ee7647 1 1
00000173 3bd6fddc62 e190c573eb 0245a72 0 0021aca22f ffeedf8d3a 3bb5513a33 e1a1e5e6b1 010d651 1f76fc7 000900fd5 1 1
00000174 afa2e872f0 769df123d3 0957d46 0 ffa8dccaad 00809d80a5 affa0ba843 761d53a32e 1d46e65 0404ec0 001159410 1 1
00000175 171277f99b 7ac07d28e6 07a036a 0 00176c4056 007c9e2a09 16fb0bb945 7a43defedd 00bb620 03e4f15 00103e432 1 1
00000176 a394477d81 ed650d685d 019e679 0 ffe59cee12 fffab0225c a3aeaa8f6f ed6a5d4601 1f2ce77 1fd5811 000491723 1 1
00000177 9d82a1e7d0 2b634e4fa5 058f989 0 ffab61bb8a 002546ee60 9dd7402c46 2b3e076145 1d5b0de 012a377 000dbf1c8 1 1
00000178 b27b1c68b9 4dd1923a15 0785905 0 ffa7bbc948 00589b86fa b2d3609f71 4d78f6b31b 1d3dde5 02c4dc3 001237e02 1 1
00000179 cfe0063cb0 e710106974 066ae23 0 ffa1418467 ffcee7de8f d03ec4b849 e741288ae5 1d0a0c2 1e773ef 001f7fd81 1 1
0000017a d29e8a7f27 7a5666c4e4 0ae6c47 0 ffc0f52c4f 00a9f3206d d2dd9552d8 79ac73a477 1e07a96 054f990 00163a1c8 1 1
0000017b 368cc9a839 5618442f53 0b13136 0 00628e6eb2 009b8c8b60 362a3b3987 557cb7a3f3 0314737 04dc646 001ce8511 1 1
0000017c d7c0d8a4fa 245e6a50f7 011e64e 0 fff232cbb9 000c78c514 d7cea5d941 2451f18be3 1f91966 0063c63 00057c9e7 1 1
